surprise.SMTnews	2012test	0000	4.000	Last year he was wanted for murder.	Last year it was sought to murder.  
surprise.SMTnews	2012test	0001	5.000	Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.	Economists' not against the companies openly using the attractiveness of luxury to promote their products.
surprise.SMTnews	2012test	0002	5.000	And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	And, perhaps the most important, Ahmadinejad destabilising influence, not bernanke.
surprise.SMTnews	2012test	0003	4.667	A Europe for All	All Europe
surprise.SMTnews	2012test	0004	4.500	Gays and other "modern" practices are rejected as self-indulgent.	The gay and other practical "Modern" are rejected, laws.
surprise.SMTnews	2012test	0005	5.000	Only a month ago, Mubarak dismissed demands for constitutional reform as "futile."	Only a month before, muybarak refused the demands of constitutional reform by taxing them with "futile.
surprise.SMTnews	2012test	0006	4.500	Only a month ago, Mubarak dismissed demands for constitutional reform as "futile."	Only one month before, Muybarak disrupted the demands of constitutional reform by taxing futile '.
surprise.SMTnews	2012test	0007	5.000	Iraq's future depends directly on the fate of Iraqi oil production.	The future of Iraq is linked to oil production of the country.
surprise.SMTnews	2012test	0008	4.000	Today's great Pax Europa and today's pan-European prosperity depend on this.	Large Pax Europa of today, just like current prosperity paneuropéenne, depends on it.
surprise.SMTnews	2012test	0009	4.500	This tendency extends deeper than headscarves.	This trend goes well beyond simple headscarves.
surprise.SMTnews	2012test	0010	4.000	More than that, the divisions are reproduced at the local level.	Beyond the geographical division, divisions recur locally.
surprise.SMTnews	2012test	0011	3.750	But if Europe's performance continues to decline, would this perception survive?	But can this image survive a continuation of the decline?
surprise.SMTnews	2012test	0012	2.200	But if Europe's performance continues to decline, would this perception survive?	But this image can survive a further decline?
surprise.SMTnews	2012test	0013	4.500	The People Versus Putin	Putin against people
surprise.SMTnews	2012test	0014	4.750	The old version of the European response--what psychologists might call "dollar envy"--will only become more acute.	The old version of the European response (what psychologists call "the envy of the dollar 'only become more pervasive.
surprise.SMTnews	2012test	0015	4.750	But the returns that make US stock markets so attractive reflect a delicate political balance.	But the returns which return the US markets of the transferable securities if attracting reflect a fragile political balance.
surprise.SMTnews	2012test	0016	4.000	Each side had quite different theories and explanations of what was going on.	Every leader had markedly different explanations and theories on the situation.
surprise.SMTnews	2012test	0017	5.000	The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	The answer is in the support that the democratic activists indonésiens will be able to generate nationally and internationally.
surprise.SMTnews	2012test	0018	0.500	They are ignorant, poor, and sick.	They are for the moment.  
surprise.SMTnews	2012test	0019	4.500	Jobs, in particular, will help young people to create new lives through serious work.	The jobs, in particular, help the young to invent new forms of employment.  
surprise.SMTnews	2012test	0020	5.000	Iraq's future depends directly on the fate of Iraqi oil production.	The future of Iraq is related to the oil production of the country.
surprise.SMTnews	2012test	0021	4.250	In other areas, sharia law is being introduced by force.	In other areas, the sharia is imposed.
surprise.SMTnews	2012test	0022	4.750	Each time, radical improvements in technology made the threat evaporate.	Each time, radical technological progress made it off these threats.
surprise.SMTnews	2012test	0023	5.000	A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	A Chinese influential businessman who share his time between Hong Kong and London, was even more precise.
surprise.SMTnews	2012test	0024	4.750	The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	The answer lies in the support that democratic activists Indonesians may generate drive and internationally.
surprise.SMTnews	2012test	0025	3.250	But the returns that make US stock markets so attractive reflect a delicate political balance.	But the returns which make the markets do not so attractive to reflect a fragile political equilibrium.  
surprise.SMTnews	2012test	0026	4.750	The questions are many.	There are many questions.  
surprise.SMTnews	2012test	0027	4.250	But US stock prices fell only 5.2% between May 9 and May 24.	However, the Americans have only a fall of 5.2% between 9 and on 24 may.  
surprise.SMTnews	2012test	0028	4.750	Each time, radical improvements in technology made the threat evaporate.	Each time, radical technological progress made slip these threats.
surprise.SMTnews	2012test	0029	4.750	Jobs, in particular, will help young people to create new lives through serious work.	Jobs, in particular, would help young people to forge new lives through serious jobs.
surprise.SMTnews	2012test	0030	4.500	None of this absolves rich countries of their responsibility to help.	This does not however emerging rich countries from their obligation to help.
surprise.SMTnews	2012test	0031	5.000	And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	And, perhaps most important, Ahmadinejad exerts a destabilizing influence, not Bernanke.
surprise.SMTnews	2012test	0032	5.000	This has left the Conservative opposition without an effective response.	This leaves the opposition Conservative without any effective response.
surprise.SMTnews	2012test	0033	4.500	After all, they recommend the policies that politicians may or may not want to consider.	After all, they have recommended the policies that politicians will take into account.
surprise.SMTnews	2012test	0034	3.000	This gross error is leading Russia to political ruin.	And this mistake mistake is in the process of its political.  
surprise.SMTnews	2012test	0035	3.400	He did, but the initiative did not get very far.	What he has done without the initiative goes very far.
surprise.SMTnews	2012test	0036	4.500	The old version of the European response--what psychologists might call "dollar envy"--will only become more acute.	The old version of the European reaction (what the psychologists call “the desire of the dollar”) will become only more penetrating.
surprise.SMTnews	2012test	0037	3.800	Last year he was wanted for murder.	Last year it was required for murder.
surprise.SMTnews	2012test	0038	2.833	The Political Stock Market	The politicization of securities markets
surprise.SMTnews	2012test	0039	4.750	Each side had quite different theories and explanations of what was going on.	Every originator had theories and explanations appreciably different on the situation.
surprise.SMTnews	2012test	0040	4.750	Jobs, in particular, will help young people to create new lives through serious work.	The jobs, help young people to forge new lives through serious jobs.
surprise.SMTnews	2012test	0041	4.500	Tocqueville believed that there are no effective long-term constraints on this tendency.	Tocqueville believed that in the long term, nothing can oppose really this trend.
surprise.SMTnews	2012test	0042	5.000	What we are witnessing today is a shift from a Muslim identity to an Islamist identity.	We are witnessing today to change a Muslim identity for an Islamic identity.
surprise.SMTnews	2012test	0043	4.250	A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	On the question of losing Alstom would have serious repercussions in Europe and not just for the policies on competition.
surprise.SMTnews	2012test	0044	5.000	Today's great Pax Europa and today's pan-European prosperity depend on this.	The large Europa Pax today, just as the current pan-European prosperity, depends on it.
surprise.SMTnews	2012test	0045	3.600	Last year he was wanted for murder.	Last year it was sought for murder.
surprise.SMTnews	2012test	0046	0.500	What we are witnessing today is a shift from a Muslim identity to an Islamist identity.	In the absence of a change of associations.  
surprise.SMTnews	2012test	0047	2.200	But if Europe's performance continues to decline, would this perception survive?	But this image can survive a further decline?
surprise.SMTnews	2012test	0048	5.000	Today's great Pax Europa and today's pan-European prosperity depend on this.	The great Pax Europa today, as the current pan-European prosperity, depends on it.
surprise.SMTnews	2012test	0049	5.000	This has left the Conservative opposition without an effective response.	That leaves the conservative opposition without effective response.
surprise.SMTnews	2012test	0050	4.667	A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	Losing on the question of Alstom would have serious repercussions in Europe and not just for policies on competition.
surprise.SMTnews	2012test	0051	4.750	But the returns that make US stock markets so attractive reflect a delicate political balance.	But returns which make American securities markets if attractive reflect a fragile political balance.
surprise.SMTnews	2012test	0052	4.250	Only a month ago, Mubarak dismissed demands for constitutional reform as "futile."	Only a month before, muybarak applications of constitutional reform disrupted were "futile."
surprise.SMTnews	2012test	0053	5.000	Indeed, intolerance goes right to the top of the Turkish government.	It is undeniable that intolerance reached until the meetings the Turkish Government.
surprise.SMTnews	2012test	0054	5.000	None of this absolves rich countries of their responsibility to help.	This does not however absolve the rich countries of their obligation to help.
surprise.SMTnews	2012test	0055	4.750	Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	We can also note that the French philosopher Marcel Gauchet has called one of these recent books democracy against itself.
surprise.SMTnews	2012test	0056	4.500	After all, they recommend the policies that politicians may or may not want to consider.	After all, they have recommended the policies that the politicians or not consideration.
surprise.SMTnews	2012test	0057	4.750	That is the spirit in which the European Constitution must be written.	This is the spirit in which must be drawn up the European Constitution.
surprise.SMTnews	2012test	0058	4.500	Each side had quite different theories and explanations of what was going on.	Each player had markedly different theories and explanations on the situation.
surprise.SMTnews	2012test	0059	2.500	The book's success is itself a sign of a kind of "malaise."	The success of the book is in itself a sign of Israel ".  
surprise.SMTnews	2012test	0060	1.750	Putin, too, also seems to suspect his regime's impotence.	And, also, of his regime.  
surprise.SMTnews	2012test	0061	2.750	But if Europe's performance continues to decline, would this perception survive?	But can this image survive a pursuit of decline?
surprise.SMTnews	2012test	0062	2.250	The Political Stock Market	The politicization of securities market
surprise.SMTnews	2012test	0063	5.000	Western Europeans, who have been spared this legacy, should heed our warnings.	The western Europeans, who have forgotten this history, should heed our warnings.
surprise.SMTnews	2012test	0064	3.750	None of this absolves rich countries of their responsibility to help.	That does not release however the rich countries of their obligation to help.
surprise.SMTnews	2012test	0065	4.000	They are ignorant, poor, and sick.	They are culture, poor and sick.
surprise.SMTnews	2012test	0066	4.000	Those who know little about modern factory farming may wonder why such legislation would be necessary.	Those who do not know the intensive farming methods will be astonished perhaps the need for such legislation.
surprise.SMTnews	2012test	0067	4.750	Today there are two plausible ways to proceed against a deposed tyrant.	Today there are two ways plausible proceeding against a tyrant deposed.
surprise.SMTnews	2012test	0068	5.000	Yet a process of de-institutionalization of religious experience is also taking place within Islam.	However, a process of de-institutionalisation of the religious experience is also happening within Islam.
surprise.SMTnews	2012test	0069	5.000	Ahmadinejad is embarking on an adventure; Bernanke is not.	Ahmadinejad are embarking on an adventure, not Bernanke.
surprise.SMTnews	2012test	0070	4.500	Other ways are needed.	It is necessary to find other means.  
surprise.SMTnews	2012test	0071	4.250	Foremost among these is that economic development is largely in the hands of poor nations themselves.	At the forefront of these lessons we find that economic development is left largely in the hands of poor nations themselves.
surprise.SMTnews	2012test	0072	5.000	A Europe for All	Europe for all
surprise.SMTnews	2012test	0073	5.000	This has left the Conservative opposition without an effective response.	This leaves the conservative opposition without any effective response.
surprise.SMTnews	2012test	0074	4.750	Today there are two plausible ways to proceed against a deposed tyrant.	Today there are two plausible ways to proceed with regard to a relieved tyrant.
surprise.SMTnews	2012test	0075	4.500	Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.	Economists pro-marché not contradictory businesses that use openly the attraction of luxury to promote their products.
surprise.SMTnews	2012test	0076	5.000	But America's interest in Iraqi oil was not driven either by economics or energy policy.	But the interest of America for Iraqi oil is not dictated by the economy or the energy policy.
surprise.SMTnews	2012test	0077	5.000	A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	A businessman Chinese influential, which shares his time between Hong Kong and London, was even more specific.
surprise.SMTnews	2012test	0078	4.800	Some results are remarkable.	Some are noteworthy results.
surprise.SMTnews	2012test	0079	5.000	None of this absolves rich countries of their responsibility to help.	But that does not detract rich countries from their obligation to help.
surprise.SMTnews	2012test	0080	3.400	He did, but the initiative did not get very far.	What he has done without the initiative goes very far.
surprise.SMTnews	2012test	0081	5.000	Yet a process of de-institutionalization of religious experience is also taking place within Islam.	However, a process of de-institutionalisation religious experience is also happening within Islam.
surprise.SMTnews	2012test	0082	5.000	But from the American point of view, the international role of the dollar was a trap.	But the American point of view, the international role of the dollar was a trap.
surprise.SMTnews	2012test	0083	5.000	Being a Muslim and being an Islamist are not the same thing.	To be Muslim and be Islamiste are two different things.
surprise.SMTnews	2012test	0084	5.000	Putin's Russia has already lost 12 leading journalists to murder in the past six years.	Putin's Russia has already lost 12 prominent journalists, murdered in the last six years.
surprise.SMTnews	2012test	0085	3.750	But US stock prices fell only 5.2% between May 9 and May 24.	However, the American courses did not show that a fall of 5,2% between the 9 and on May 24.
surprise.SMTnews	2012test	0086	5.000	Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	We can also note the French philosopher Marcel Gauchet entitled, one of these recent books against democracy itself.
surprise.SMTnews	2012test	0087	4.600	This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.	This is an implicit but clear repudiation of Mubarak, only Head of State for 24 years.
surprise.SMTnews	2012test	0088	4.750	Foremost among these is that economic development is largely in the hands of poor nations themselves.	At the forefront of these lessons, we learn that economic development is largely left in the hands of poor nations themselves.
surprise.SMTnews	2012test	0089	4.800	Some results are remarkable.	Some are noteworthy results.
surprise.SMTnews	2012test	0090	4.000	Will it give us the right to divorce the husbands who abandon us?	They would give the right to divorce the husbands who would have abandoned them?
surprise.SMTnews	2012test	0091	3.750	But US stock prices fell only 5.2% between May 9 and May 24.	Yet, the Americans have accused a lowering of 5.2% between 9 and 24 May.
surprise.SMTnews	2012test	0092	4.714	A Europe for All	A Europe for all
surprise.SMTnews	2012test	0093	5.000	Putin's Russia has already lost 12 leading journalists to murder in the past six years.	The Russia of Putin has already lost 12 prominent journalists, murdered during the last six years.
surprise.SMTnews	2012test	0094	4.600	The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	The answer lies in the support that the Indonesian democrats will generate activists domestically and internationally.
surprise.SMTnews	2012test	0095	3.200	But US stock prices fell only 5.2% between May 9 and May 24.	But the US prices did not show that a decline in 5.2% between 9 and 24 May.
surprise.SMTnews	2012test	0096	4.500	That is the spirit in which the European Constitution must be written.	That is the spirit in which the European Constitution should be developed.
surprise.SMTnews	2012test	0097	4.000	But US stock prices fell only 5.2% between May 9 and May 24.	Yet the US courts have indicted that a reduction of 5.2% between 9 and 24 May.
surprise.SMTnews	2012test	0098	3.000	Will it give us the right to divorce the husbands who abandon us?	Their donnerait-elle the right to divorce spouses who would have abandoned?
surprise.SMTnews	2012test	0099	4.600	Other ways are needed.	Other means should be found.
surprise.SMTnews	2012test	0100	2.250	Yet a process of de-institutionalization of religious experience is also taking place within Islam.	However, a process of the United States and also within Islam.  
surprise.SMTnews	2012test	0101	4.000	But America's interest in Iraqi oil was not driven either by economics or energy policy.	But the interests of America for Iraqi oil is dictated by the economy or the energy policy.
surprise.SMTnews	2012test	0102	4.400	Other ways are needed.	We must find other ways.
surprise.SMTnews	2012test	0103	2.833	The Political Stock Market	The politicization of securities markets
surprise.SMTnews	2012test	0104	2.750	But America's interest in Iraqi oil was not driven either by economics or energy policy.	But the interests of the Iraqi people is not dictated by the economy or by energy policy.  
surprise.SMTnews	2012test	0105	4.750	This gross error is leading Russia to political ruin.	And this gross mistake is conducting Russia policy to his downfall.
surprise.SMTnews	2012test	0106	5.000	And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	And, perhaps most important, Ahmadinejad has destabilizing influence, not Bernanke
surprise.SMTnews	2012test	0107	5.000	Each time, radical improvements in technology made the threat evaporate.	Each time, radical technological progress off these threats.
surprise.SMTnews	2012test	0108	5.000	What we are witnessing today is a shift from a Muslim identity to an Islamist identity.	We are witnessing today to change a Muslim identity for an Islamic identity.
surprise.SMTnews	2012test	0109	3.750	The bottom line is that when interest rates rise, asset values will fall.	The most important thing is that when interest rates go up, the values of the active fall.
surprise.SMTnews	2012test	0110	4.250	Each time, radical improvements in technology made the threat evaporate.	Each time, technological progress radicals have made these threats slip.
surprise.SMTnews	2012test	0111	4.750	That is the spirit in which the European Constitution must be written.	It is in that spirit must be developed the European Constitution.
surprise.SMTnews	2012test	0112	5.000	But from the American point of view, the international role of the dollar was a trap.	But the US point of view, the international role of the dollar was a trap.
surprise.SMTnews	2012test	0113	4.500	This tendency extends deeper than headscarves.	This trend goes well beyond simple scarves.
surprise.SMTnews	2012test	0114	4.400	Other ways are needed.	We must find other ways.
surprise.SMTnews	2012test	0115	5.000	Putin's Russia has already lost 12 leading journalists to murder in the past six years.	Russia of Putin already lost 12 eminent journalists, assassinated during the six last years.
surprise.SMTnews	2012test	0116	4.750	The book's success is itself a sign of a kind of "malaise."	The success of books is itself a sign of ‘ malaise ’.
surprise.SMTnews	2012test	0117	4.600	They are ignorant, poor, and sick.	They are uncultivated, poor and sick.
surprise.SMTnews	2012test	0118	3.750	The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.	The president has less of capacities than it does not appear to with it, and it particuli�rement is particuli�rement eclipsed by the guide supr�me the Ayatollah Ali Khamenei.
surprise.SMTnews	2012test	0119	4.750	Indeed, intolerance goes right to the top of the Turkish government.	It is indisputable that reaches to the Turkish government.  
surprise.SMTnews	2012test	0120	4.750	A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	A business Chinese influence, which shares his time between Hong Kong and London, was more precise.
surprise.SMTnews	2012test	0121	5.000	The book's success is itself a sign of a kind of "malaise."	The success of the book is in itself a sign of "malaise.
surprise.SMTnews	2012test	0122	2.250	The Political Stock Market	Politicization of the securities markets
surprise.SMTnews	2012test	0123	4.500	Tocqueville believed that there are no effective long-term constraints on this tendency.	Tocqueville thought in the long run, nothing can be really opposed this trend.
surprise.SMTnews	2012test	0124	4.750	Tocqueville believed that there are no effective long-term constraints on this tendency.	Tocqueville believed that in the long term, nothing can actually oppose this trend.
surprise.SMTnews	2012test	0125	4.750	Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	Who more is, the large oil exporters are not been willing to subject their policies of investment to the market rates.
surprise.SMTnews	2012test	0126	4.800	They are ignorant, poor, and sick.	They are poor, sick and uncultivated.
surprise.SMTnews	2012test	0127	4.250	Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.	The economists, does not include the companies which use the attraction of luxury to promote their products.  
surprise.SMTnews	2012test	0128	2.500	The Political Stock Market	The politicisation of the securities markets  
surprise.SMTnews	2012test	0129	5.000	A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	An influential Chinese business man, who shares his time between HongKong and London, was even more precise.
surprise.SMTnews	2012test	0130	5.000	Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	Moreover, the major exporters of oil are not prepared to submit their investment policies to market conditions.
surprise.SMTnews	2012test	0131	5.000	Western Europeans, who have been spared this legacy, should heed our warnings.	The Western Europeans, who have forgotten this story, should take account of our warnings.
